drug,ndc_raw,ndc
bupropion,47781-637-30,47781063730
bupropion,70518-1566-0,70518156600
bupropion,68788-7863-1,68788786301
bupropion,68788-7863-3,68788786303
bupropion,68788-7863-6,68788786306
bupropion,68788-7863-8,68788786308
bupropion,68788-7863-9,68788786309
bupropion,71335-0135-9,71335013509
bupropion,52817-345-90,52817034590
bupropion,52817-346-30,52817034630
bupropion,71335-0019-6,71335001906
bupropion,71335-1866-1,71335186601
bupropion,71335-1866-2,71335186602
bupropion,71335-1866-3,71335186603
bupropion,71335-1866-4,71335186604
bupropion,71335-1866-5,71335186605
bupropion,71335-1866-6,71335186606
bupropion,63304-723-05,63304072305
bupropion,63304-723-30,63304072330
bupropion,63304-723-90,63304072390
bupropion,71335-1870-1,71335187001
bupropion,71335-1870-2,71335187002
bupropion,71335-1870-3,71335187003
bupropion,71335-1870-4,71335187004
bupropion,71335-1870-5,71335187005
bupropion,71335-1870-6,71335187006
bupropion,16729-443-10,16729044310
bupropion,71335-0135-3,71335013503
bupropion,69097-917-15,69097091715
bupropion,69097-918-15,69097091815
bupropion,68001-321-03,68001032103
bupropion,52817-345-30,52817034530
bupropion,71335-0877-1,71335087701
bupropion,71335-0877-4,71335087704
bupropion,52817-345-50,52817034550
bupropion,60505-0158-9,60505015809
bupropion,71335-0687-1,71335068701
bupropion,63629-2136-1,63629213601
bupropion,63629-2137-1,63629213701
bupropion,68071-2707-3,68071270703
bupropion,63629-2138-1,63629213801
bupropion,63629-2139-1,63629213901
bupropion,24979-101-07,24979010107
bupropion,24979-102-06,24979010206
bupropion,64679-102-01,64679010201
bupropion,64679-105-02,64679010502
bupropion,63304-724-05,63304072405
bupropion,63304-724-30,63304072430
bupropion,63304-724-90,63304072490
bupropion,72189-057-30,72189005730
bupropion,72189-057-60,72189005760
bupropion,72189-124-30,72189012430
bupropion,55700-820-90,55700082090
bupropion,46708-127-71,46708012771
bupropion,50268-140-13,50268014013
bupropion,50268-141-15,50268014115
bupropion,71335-0877-7,71335087707
bupropion,71335-1044-5,71335104405
bupropion,71610-570-60,71610057060
bupropion,71610-570-80,71610057080
bupropion,23155-191-01,23155019101
bupropion,23155-192-10,23155019210
bupropion,23155-192-01,23155019201
bupropion,42571-241-01,42571024101
bupropion,42571-242-01,42571024201
bupropion,43063-913-30,43063091330
bupropion,23155-191-10,23155019110
bupropion,43063-994-30,43063099430
bupropion,68001-321-04,68001032104
bupropion,68001-322-03,68001032203
bupropion,24979-102-02,24979010202
bupropion,50268-142-15,50268014215
bupropion,24979-101-02,24979010102
bupropion,68788-7992-1,68788799201
bupropion,68788-7992-3,68788799203
bupropion,68788-7992-6,68788799206
bupropion,68788-7992-8,68788799208
bupropion,68788-7992-9,68788799209
bupropion,68071-5213-1,68071521301
bupropion,63187-052-78,63187005278
bupropion,69097-875-02,69097087502
bupropion,45865-975-30,45865097530
bupropion,45865-975-60,45865097560
bupropion,71335-0877-6,71335087706
bupropion,47335-736-08,47335073608
bupropion,47335-736-13,47335073613
bupropion,47335-736-86,47335073686
bupropion,47335-736-88,47335073688
bupropion,47335-737-08,47335073708
bupropion,47335-737-13,47335073713
bupropion,47335-737-86,47335073786
bupropion,47335-737-88,47335073788
bupropion,47335-738-08,47335073808
bupropion,47335-738-13,47335073813
bupropion,47335-738-86,47335073886
