drug,ndc_raw,ndc
amphetamine,24338-853-10,24338085310
amphetamine,24338-854-10,24338085410
amphetamine,24338-855-10,24338085510
amphetamine,24338-856-10,24338085610
armodafinil,68180-572-07,68180057207
armodafinil,68788-7176-6,68788717606
armodafinil,68788-7826-3,68788782603
armodafinil,68788-7826-6,68788782606
armodafinil,68788-7826-9,68788782609
armodafinil,65862-807-05,65862080705
armodafinil,63629-7390-1,63629739001
armodafinil,63629-7390-2,63629739002
armodafinil,63629-7403-1,63629740301
armodafinil,63629-7403-2,63629740302
armodafinil,71335-1842-1,71335184201
armodafinil,71335-1842-2,71335184202
armodafinil,71335-1842-3,71335184203
armodafinil,72189-041-30,72189004130
armodafinil,72189-133-30,72189013330
armodafinil,59651-047-30,59651004730
armodafinil,65862-805-05,65862080505
armodafinil,65862-806-60,65862080660
armodafinil,71335-1857-1,71335185701
armodafinil,71335-1857-2,71335185702
armodafinil,71335-1857-3,71335185703
armodafinil,68180-571-02,68180057102
armodafinil,0378-3431-93,00378343193
armodafinil,0378-3432-93,00378343293
armodafinil,0378-3433-93,00378343393
armodafinil,72189-353-30,72189035330
armodafinil,65862-806-05,65862080605
armodafinil,65862-806-30,65862080630
armodafinil,65862-807-60,65862080760
armodafinil,0781-8029-31,00781802931
armodafinil,0781-8037-31,00781803731
armodafinil,0781-8045-31,00781804531
armodafinil,0781-8053-31,00781805331
armodafinil,68180-571-07,68180057107
armodafinil,68788-7880-3,68788788003
armodafinil,68788-7880-6,68788788006
armodafinil,68788-7880-9,68788788009
armodafinil,71335-0681-1,71335068101
armodafinil,71335-0681-2,71335068102
armodafinil,71335-0710-1,71335071001
armodafinil,71335-0710-2,71335071002
armodafinil,55700-510-30,55700051030
armodafinil,63629-7390-3,63629739003
armodafinil,63629-7403-3,63629740303
armodafinil,68788-7176-9,68788717609
armodafinil,68180-573-02,68180057302
armodafinil,65862-998-30,65862099830
armodafinil,65862-805-30,65862080530
armodafinil,65862-807-30,65862080730
armodafinil,68788-7222-3,68788722203
armodafinil,68788-7222-6,68788722206
armodafinil,68788-7222-9,68788722209
armodafinil,68788-7593-3,68788759303
armodafinil,68788-7593-6,68788759306
armodafinil,68788-7593-9,68788759309
armodafinil,68788-7176-3,68788717603
armodafinil,68180-569-07,68180056907
armodafinil,65862-805-60,65862080560
armodafinil,68180-572-02,68180057202
armodafinil,68180-573-07,68180057307
armodafinil,72189-261-30,72189026130
armodafinil,71335-0681-3,71335068103
armodafinil,71335-0710-3,71335071003
armodafinil,72789-126-90,72789012690
armodafinil,0093-3090-56,00093309056
armodafinil,0093-3092-56,00093309256
armodafinil,0093-3093-56,00093309356
armodafinil,0093-3094-56,00093309456
armodafinil,71335-1193-1,71335119301
armodafinil,71335-1193-2,71335119302
armodafinil,71335-1193-3,71335119303
armodafinil,71335-1308-1,71335130801
armodafinil,71335-1308-2,71335130802
armodafinil,71335-1308-3,71335130803
armodafinil,63459-215-35,63459021535
armodafinil,63459-225-35,63459022535
