drug,ndc_raw,ndc
chlordiazepoxide,62135-221-60,62135022160
chlordiazepoxide,62135-222-60,62135022260
chlordiazepoxide,43063-046-06,43063004606
chlordiazepoxide,43063-046-24,43063004624
chlordiazepoxide,50090-0328-3,50090032803
chlordiazepoxide,42806-562-01,42806056201
chlordiazepoxide,42806-563-01,42806056301
chlordiazepoxide,43353-699-53,43353069953
chlordiazepoxide,63629-4027-5,63629402705
chlordiazepoxide,17856-0164-1,17856016401
chlordiazepoxide,43063-046-19,43063004619
chlordiazepoxide,68071-5171-3,68071517103
chlordiazepoxide,63629-4027-1,63629402701
chlordiazepoxide,63629-4027-2,63629402702
chlordiazepoxide,63629-4027-3,63629402703
chlordiazepoxide,63629-4027-4,63629402704
chlordiazepoxide,43353-969-53,43353096953
chlordiazepoxide,42582-301-10,42582030110
chlordiazepoxide,42582-301-16,42582030116
chlordiazepoxide,42582-301-20,42582030120
chlordiazepoxide,42494-409-01,42494040901
chlordiazepoxide,60687-639-94,60687063994
chlordiazepoxide,60219-1677-1,60219167701
chlordiazepoxide,63629-8859-1,63629885901
chlordiazepoxide,23155-808-01,23155080801
chlordiazepoxide,11534-197-01,11534019701
chlordiazepoxide,63629-2373-1,63629237301
chlordiazepoxide,62135-696-12,62135069612
chlordiazepoxide,70700-185-01,70700018501
chlordiazepoxide,63629-2146-1,63629214601
chlordiazepoxide,67877-731-01,67877073101
chlordiazepoxide,67877-731-05,67877073105
chlordiazepoxide,67877-731-38,67877073138
chlordiazepoxide,43598-706-01,43598070601
chlordiazepoxide,43598-706-05,43598070605
chlordiazepoxide,63629-2021-1,63629202101
chlordiazepoxide,0187-4100-10,00187410010
chlordiazepoxide,0276-0500-10,00276050010
clobazam,59651-401-12,59651040112
clobazam,0527-5301-64,00527530164
clobazam,51672-4202-1,51672420201
clobazam,51672-4203-1,51672420301
clobazam,70771-1441-1,70771144101
clobazam,0832-0580-11,00832058011
clobazam,0378-8043-21,00378804321
clobazam,70710-1326-1,70710132601
clobazam,31722-639-01,31722063901
clobazam,31722-639-31,31722063931
clobazam,31722-640-31,31722064031
clobazam,16714-087-01,16714008701
clobazam,16714-887-01,16714088701
clobazam,16714-888-01,16714088801
clobazam,31722-641-12,31722064112
clobazam,31722-640-01,31722064001
clobazam,0054-0526-21,00054052621
clobazam,0054-0526-25,00054052625
clobazam,0054-0527-25,00054052725
